exer_id:token,cpt_seq:token_seq,assignment_id:token_seq
872,"47,55,60,75","0,1"
873,"47,70,71,72","0,1"
874,"42,47,70,79","0,1"
875,"47,59,70,72","0,1"
876,"35,47,48,53","0,1"
877,"41,47,60,62","0,1"
878,"17,47,70,76","0,1"
879,"13,47,70,72","0,1"
880,"1,19,47,48","0,1"
881,"1,47,48,49","0,1"
882,"25,47,48,58","0,1"
883,"36,47,48,53","0,1"
884,"8,47,70,73","0,1"
885,"47,60,65,69","0,1"
886,"36,47,48,53","0,1"
887,"1,47,48,49","0,1"
888,"26,47,48,51","0,1"
889,"1,20,47,48","0,1"
890,"27,47,48,51","0,1"
891,"47,55,60,75","0,1"
892,"35,47,48,53","0,1"
893,"30,47,48,53","0,1"
894,"8,47,67,70","0,1"
895,"36,47,48,53","0,1"
896,"28,47,48,51","0,1"
897,"34,47,48,53","0,1"
898,"47,60,65,69","0,1"
899,"30,47,48,53","0,1"
900,"47,55,60,75","0,1"
901,"11,47,70,72","0,1"
902,"6,47,60,64","0,1"
903,"13,47,70,72","0,1"
904,"25,47,48,58","0,1"
905,"30,47,48,53","0,1"
906,"41,47,60,62","0,1"
907,"44,47,70,80","0,1"
908,"25,47,48,58","0,1"
909,"30,47,48,53","0,1"
910,"11,47,70,72","0,1"
911,"23,47,48,58","0,1"
912,"1,47,48,49","0,1"
913,"44,47,70,80","0,1"
914,"12,47,70,72","0,1"
915,"24,25,47,48,58","0,1"
916,"6,47,60,64","0,1"
917,"46,47,70,81","0,1"
918,"28,47,48,51","0,1"
919,"46,47,70,81","0,1"
920,"12,47,70,72","0,1"
921,"26,47,48,51","0,1"
922,"23,47,48,58","0,1"
923,"40,47,60,65","0,1"
924,"1,20,47,48","0,1"
925,"36,47,48,53","0,1"
926,"24,47,48,58","0,1"
927,"47,59,70,72","0,1"
928,"30,47,48,53","0,1"
929,"35,47,48,53","0,1"
930,"34,47,48,53","0,1"
931,"7,47,70,78","0,1"
932,"1,20,47,48","0,1"
933,"14,47,70,74","0,1"
934,"2,47,60,61","0,1"
935,"13,47,70,72","0,1"
936,"26,27,47,48,51","0,1"
937,"29,47,48,50","0,1"
938,"24,47,48,58","0,1"
939,"1,47,48,49","0,1"
940,"36,47,48,53","0,1"
941,"23,47,48,58","0,1"
942,"35,47,48,53","0,1"
943,"1,47,48,49","0,1"
944,"28,47,48,51","0,1"
945,"25,47,48,58","0,1"
946,"34,47,48,53","0,1"
947,"46,47,70,84","0,1"
