exer_id:token,assignment_id:token_seq,cpt_seq:token_seq
7770,50,"[84, 404, 603]"
8161,50,"[404, 603, 608]"
8126,50,"[363, 404, 603]"
3936,50,"[404, 573, 603]"
8065,50,"[370, 407, 608]"
10519,50,"[201, 404, 603]"
4805,50,"[370, 385, 407]"
10534,50,"[414, 573, 587]"
6822,52,"[257, 342, 377, 478, 530]"
4108,52,"[257, 342, 377, 478, 530]"
8783,52,"[56, 135, 257, 342, 377, 478, 530, 602]"
6824,52,"[56, 135, 257, 342, 377, 478, 530, 602]"
6864,52,"[56, 135, 257, 342, 377, 478, 530, 602]"
3191,52,"[56, 135, 257, 342, 377, 478, 602]"
10034,52,"[257, 342, 377, 478]"
10772,52,"[56, 135, 257, 342, 377, 478, 602]"
9872,52,"[257, 342]"
10734,52,"[56, 135, 257, 342, 377, 478, 602]"
10709,52,"[56, 135, 257, 342, 377, 478, 602]"
6815,52,"[56, 135, 257, 342, 377, 478, 602]"
10745,52,"[56, 135, 257, 342, 377, 478, 530, 602]"
10741,52,"[56, 135, 257, 342, 377, 478, 530, 602]"
9597,55,"[131, 134, 165, 572]"
7670,55,"[131, 134, 165, 572]"
6611,55,"[131, 134, 165]"
18750,70,"[9, 43, 66, 75, 225, 302, 441, 539, 556, 565, 601]"
17009,69,"[539, 565]"
18043,70,"[9, 43, 66, 75, 225, 302, 441, 491, 539, 565, 601]"
17186,70,"[9, 43, 66, 75, 225, 302, 441, 491, 539, 565, 601]"
18709,70,"[9, 43, 66, 75, 225, 302, 441, 491, 539, 565, 601]"
17957,69,"[302, 539, 556, 565]"
18691,70,"[9, 43, 66, 75, 225, 302, 441, 491, 539, 565, 601]"
17944,69,"[302, 539, 556, 565]"
17966,69,"[302, 539, 556, 565]"
17562,70,"[9, 43, 66, 75, 225, 302, 441, 494, 556, 601]"
5008,70,"[9, 66, 75, 225, 302, 441, 494, 601]"
18741,70,"[9, 43, 66, 75, 225, 302, 441, 494, 556, 601]"
6999,70,"[9, 43, 66, 75, 225, 302, 441, 494, 556, 601]"
17926,69,"[225, 302, 494, 556]"
16711,70,"[9, 43, 66, 75, 225, 302, 441, 494, 556, 601]"
16657,69,"[225, 302, 494, 556]"
18055,70,"[9, 43, 66, 75, 225, 302, 441, 494, 556, 601]"
19073,73,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
18792,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
19118,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
19143,73,"[5, 12, 15, 51, 91, 170, 210, 215, 217, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
19122,71,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
19129,71,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
17598,73,"[5, 12, 15, 51, 170, 210, 215, 217, 318, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
5044,73,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
18061,71,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
17263,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
19148,73,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 372, 381, 399, 406, 482, 501, 516, 529, 562, 586]"
19410,73,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 372, 381, 399, 406, 482, 501, 516, 529, 562, 586]"
19123,71,"[5, 12, 15, 51, 91, 128, 170, 210, 217, 289, 339, 343, 399, 406, 429, 482, 501, 516, 562]"
19131,73,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 372, 381, 399, 406, 482, 501, 516, 529, 562, 586]"
18804,71,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
19418,73,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 372, 381, 399, 406, 482, 501, 516, 529, 562, 586]"
19386,73,[209]
12174,76,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
17898,69,"[302, 556]"
18713,70,"[9, 43, 66, 75, 225, 302, 441, 491, 539, 565, 601]"
17491,70,"[9, 43, 66, 75, 225, 302, 441, 491, 539, 565, 601]"
18665,70,"[9, 43, 66, 75, 225, 302, 441, 556, 601]"
16382,69,"[225, 302, 494, 556]"
14820,70,"[9, 43, 66, 75, 225, 302, 441, 494, 556, 601]"
18554,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
19385,73,[215]
19413,73,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 372, 381, 399, 406, 482, 501, 516, 529, 562, 586]"
19128,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
19116,71,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
688,8,"[107, 470, 593]"
3416,8,"[44, 107, 470, 593]"
1168,8,"[44, 191, 470, 593]"
393,8,"[44, 191, 470, 593]"
2746,8,"[44, 107, 470, 593]"
99,9,"[125, 195, 535, 604]"
135,31,"[269, 473]"
460,31,"[6, 42, 174, 269, 365, 369, 418, 439, 468, 473, 557, 575]"
1144,31,"[6, 42, 174, 269, 365, 369, 418, 439, 468, 473, 557, 575]"
590,26,"[344, 386]"
1640,27,"[24, 116, 315, 511]"
6889,0,"[72, 213, 329, 521, 596]"
7170,0,"[72, 213, 329, 521, 596]"
6220,0,"[72, 213, 329, 521, 596]"
4855,1,"[106, 115, 121, 175, 279, 296, 336, 596]"
6178,1,"[106, 115, 121, 175, 279, 296, 336, 596]"
4640,1,"[106, 115, 121, 175, 279, 296, 336, 596]"
2851,39,"[110, 177, 242, 290, 464]"
5383,57,"[110, 177, 398, 503]"
5363,57,"[110, 177, 398, 503]"
3368,57,"[110, 177, 398, 503]"
773,58,"[177, 398, 503, 560]"
5265,58,"[177, 398, 503, 560]"
4839,58,"[177, 398, 503, 560]"
7113,59,"[60, 79, 142, 264, 590]"
7117,59,"[60, 79, 142, 264, 590]"
5404,59,"[60, 79, 142, 264, 590]"
6547,59,"[60, 79, 142, 264, 590]"
6305,59,"[60, 79, 142, 264, 590]"
7121,59,"[60, 79, 142, 264, 590]"
7123,59,"[60, 142, 264, 590]"
6052,59,"[60, 142, 264, 590]"
7112,59,"[60, 142, 264, 590]"
7116,59,"[60, 142, 264, 590]"
7114,59,"[60, 142, 264, 590]"
5993,59,"[60, 142, 264, 590]"
5409,59,"[60, 142, 264, 590]"
7118,59,"[60, 142, 264, 590]"
6521,59,"[60, 142, 264, 590]"
7131,62,"[60, 79, 142, 264, 590]"
7128,62,"[60, 79, 142, 264, 590]"
7132,62,"[60, 79, 142, 264, 590]"
1402,62,"[60, 142, 264, 590]"
899,62,"[142, 264, 590]"
10663,32,"[25, 142, 167, 244, 266, 350, 394]"
7513,32,"[25, 142, 167, 244, 266, 350, 394]"
11248,32,"[25, 142, 167, 244, 266]"
9692,32,"[25, 142, 167, 244, 266, 350, 394]"
11243,32,"[25, 142, 167, 244, 266]"
9690,32,"[11, 25, 142, 167, 244, 265, 266, 281, 394, 440]"
11242,32,"[11, 25, 142, 167, 244, 265, 266, 281, 394, 440]"
9814,32,"[25, 142, 167, 244, 266, 350, 394]"
9686,32,"[25, 142, 167, 244, 266, 350, 394]"
7418,32,"[25, 142, 167, 244, 266, 350, 394]"
7228,32,"[25, 140, 142, 167, 265, 281, 311, 440]"
7254,32,"[11, 25, 142, 167, 244, 265, 266, 281, 394, 440]"
9685,32,"[25, 142, 167, 244, 266, 350, 394]"
9458,32,"[25, 142, 167, 244, 266, 350, 394]"
9688,32,"[25, 142, 167, 244, 266]"
7519,32,"[25, 142, 167, 244, 266]"
11249,32,"[25, 142, 167, 244, 266]"
6573,32,"[25, 142, 167, 244, 266, 350, 394]"
738,32,"[25, 142, 167, 244, 266, 350, 394]"
8722,32,"[25, 142, 167, 244, 266, 350, 394]"
9691,32,"[25, 140, 350, 394]"
9695,32,"[11, 25, 140, 265, 281, 394, 440]"
825,32,"[11, 25, 140, 394, 440]"
8069,32,"[25, 140, 350, 394]"
9769,32,"[25, 140, 265, 281, 311, 440]"
9694,32,"[11, 25, 140, 265, 281, 394, 440]"
11240,32,"[25, 140]"
840,2,"[301, 408, 569]"
5565,2,"[408, 505, 569]"
6843,2,"[223, 408, 505]"
6989,3,"[220, 223, 301, 408, 449]"
3473,3,"[223, 276, 301, 449, 458]"
878,4,"[142, 223, 264, 408, 505]"
6028,4,"[142, 264, 408, 505, 569]"
5523,4,"[142, 264, 301, 408, 569]"
5877,4,"[142, 264, 301, 408, 569]"
8283,4,"[142, 264, 301, 408, 569]"
5998,4,"[142, 264, 408, 505, 569]"
3609,4,"[142, 264, 301, 408, 569]"
3807,4,"[142, 223, 264, 408, 505]"
4832,4,"[142, 264, 301, 408, 569]"
3091,4,"[142, 264, 408, 505, 569]"
7807,4,"[142, 264, 301, 458, 569]"
7421,4,"[142, 264, 301, 458, 569]"
3795,4,"[142, 264, 458, 505, 569]"
5546,4,"[142, 264, 301, 458, 569]"
3849,4,"[142, 223, 264, 301, 458]"
8167,4,"[142, 264, 301, 458, 569]"
4672,5,"[142, 220, 223, 264, 408, 449, 505]"
1408,5,"[142, 220, 264, 301, 408, 449, 569]"
7668,5,"[142, 220, 264, 301, 408, 449, 569]"
6496,5,"[142, 220, 223, 264, 408, 449, 505]"
8278,5,"[142, 220, 264, 408, 449, 505, 569]"
5439,5,"[142, 220, 223, 264, 301, 408, 449]"
5345,5,"[142, 220, 264, 301, 408, 449, 569]"
770,5,"[142, 220, 264, 301, 408, 449, 569]"
874,5,"[142, 220, 223, 264, 301, 408, 449]"
8848,5,"[142, 220, 264, 408, 449, 505, 569]"
8225,5,"[142, 220, 264, 408, 449, 505, 569]"
6267,5,"[142, 220, 264, 408, 449, 505, 569]"
753,5,"[142, 264, 276, 301, 449, 458, 569]"
8602,5,"[142, 264, 276, 449, 458, 505, 569]"
9317,5,"[142, 264, 276, 449, 458, 505, 569]"
8851,5,"[142, 264, 276, 449, 458, 505, 569]"
3771,5,"[142, 264, 276, 449, 458, 505, 569]"
8223,5,"[142, 264, 276, 301, 449, 458, 569]"
9321,5,"[142, 264, 276, 449, 458, 505, 569]"
8925,5,"[142, 264, 276, 449, 458, 505, 569]"
8221,5,"[142, 264, 276, 301, 449, 458, 569]"
4678,5,"[142, 223, 264, 276, 449, 458, 505]"
5933,5,"[142, 264, 276, 301, 449, 458, 569]"
6986,5,"[142, 223, 264, 276, 449, 458, 505]"
6960,5,"[142, 264, 276, 301, 449, 458, 569]"
4485,45,"[36, 71, 146, 229, 297, 331, 481, 549]"
4632,45,"[36, 71, 146, 229, 297, 331, 481, 549]"
3982,45,"[19, 36, 71, 146, 297, 331, 481, 549]"
5932,45,"[19, 36, 71, 146, 297, 331, 481, 549]"
5576,45,"[36, 71, 146, 229, 297, 331, 481, 549]"
4247,45,"[36, 71, 146, 229, 297, 331, 481, 549]"
4494,45,"[36, 71, 146, 229, 297, 331, 481, 549]"
4826,45,"[19, 36, 71, 146, 297, 331, 481, 549]"
5497,45,"[19, 36, 71, 146, 297, 331, 481, 549]"
5202,45,"[19, 36, 71, 146, 297, 331, 481, 549]"
5253,45,"[36, 71, 146, 229, 297, 331, 481, 549]"
5329,45,"[19, 36, 71, 146, 297, 331, 481, 549]"
4303,45,"[36, 71, 146, 229, 297, 331, 481, 549]"
1784,25,"[1, 71, 286, 297]"
1645,25,"[1, 71, 286, 297]"
2877,47,"[8, 172, 513]"
1024,7,"[44, 107, 593]"
1291,7,"[44, 191, 593]"
366,7,"[44, 107, 593]"
467,7,"[44, 191, 593]"
1265,7,"[44, 107, 593]"
1207,7,"[44, 107, 593]"
1931,41,[605]
11369,41,[605]
2242,41,[32]
1914,41,[32]
9337,42,[267]
2435,42,[238]
13684,42,[238]
2022,43,"[327, 544, 600]"
2507,43,"[27, 143, 544]"
2536,43,"[27, 143, 544]"
2085,43,"[27, 143, 544]"
2551,43,"[327, 544, 600]"
2086,43,"[327, 544, 600]"
2514,43,"[27, 143, 544]"
2485,43,"[327, 544, 600]"
13737,43,"[27, 143, 544]"
2092,43,"[27, 143, 544]"
2531,43,"[327, 544, 600]"
2222,67,"[27, 143, 181, 544]"
2568,68,"[285, 327, 544, 600]"
2198,67,"[27, 143, 181, 544]"
2078,67,"[64, 308, 388, 544]"
2197,67,"[27, 143, 181, 544]"
2218,67,"[95, 389, 544, 551]"
2168,68,"[64, 308, 388, 544]"
2541,68,"[27, 143, 181, 544]"
13773,68,"[27, 143, 181, 544]"
2273,68,"[285, 327, 544, 600]"
2167,67,"[64, 308, 388, 544]"
2150,67,"[64, 308, 388, 544]"
2605,67,"[95, 389, 544, 551]"
2603,68,"[27, 143, 181, 544]"
2149,68,"[285, 544, 600]"
2211,67,"[64, 308, 388, 544]"
4618,0,"[72, 213, 329, 521, 596]"
3324,0,"[72, 213, 329, 521, 596]"
3866,0,"[72, 213, 329, 521, 596]"
4639,1,"[106, 115, 121, 175, 279, 296, 336, 596]"
4560,1,"[106, 115, 121, 175, 279, 296, 336, 596]"
3994,40,"[103, 177, 290, 464, 522, 560]"
3070,57,"[110, 177, 398, 503]"
1403,57,"[110, 177, 398, 503]"
4306,57,"[110, 177, 398, 503]"
4058,57,"[110, 177, 398, 503]"
4060,58,"[177, 398, 503, 560]"
765,58,"[177, 398, 503, 560]"
5580,59,"[60, 79, 142, 264, 590]"
5579,59,"[60, 142, 264, 590]"
8011,35,"[25, 140, 142, 167, 216, 261]"
5515,35,"[25, 83, 140, 336]"
5597,35,"[25, 140, 216, 261, 311, 440]"
6081,35,"[311, 440]"
5283,35,"[25, 140]"
4507,35,"[25, 72, 142, 167, 244, 262, 266]"
7714,35,"[25, 72, 140, 142, 167, 262]"
6356,35,"[25, 72, 140, 262, 311, 440]"
1329,35,"[25, 72, 140, 142, 167, 262, 311, 440]"
3171,35,"[25, 72, 140, 142, 167, 262]"
3649,35,"[25, 140, 265, 281, 311, 440]"
5587,35,"[25, 30, 72, 83, 140, 230, 311, 336, 440]"
1899,35,"[25, 140, 216, 261]"
8168,35,"[25, 140]"
7220,35,"[25, 140, 142, 167, 216, 261, 311, 440]"
7719,35,"[25, 140, 142, 167]"
2406,35,"[25, 140, 311, 440]"
1905,35,"[11, 25, 140, 265, 281, 394, 440]"
3442,35,"[25, 140, 311, 440]"
7842,35,"[25, 72, 83, 140, 142, 167, 262, 336]"
2408,35,"[25, 72, 83, 140, 142, 167, 262, 336]"
5915,61,"[33, 185, 199, 364]"
5905,61,"[33, 199, 311, 364, 609]"
7758,60,"[33, 72, 262, 311, 364, 440]"
4575,60,"[83, 336]"
6387,60,"[30, 72, 83, 219, 262, 311, 336, 364, 440]"
5378,61,"[33, 185, 199, 364]"
3699,60,"[33, 72, 83, 262, 283, 311, 336, 440, 456]"
6329,61,"[33, 199, 311, 364, 609]"
919,60,"[33, 364]"
1344,60,"[33, 83, 199, 283, 311, 336, 456, 609]"
8603,61,"[33, 37, 156, 199, 311, 335, 574, 609]"
4063,60,"[33, 72, 156, 262, 311, 364, 440, 574]"
6934,61,"[33, 185, 199, 364]"
5917,61,"[33, 37, 156, 311, 335, 440, 574]"
6410,60,"[33, 72, 156, 262, 364, 574]"
3714,60,"[33, 72, 262, 265, 281, 311, 364, 440]"
5890,2,"[301, 408, 569]"
6229,2,"[301, 408, 569]"
3467,3,"[220, 408, 449, 505, 569]"
5777,3,"[276, 301, 449, 458, 569]"
3783,3,"[276, 449, 458, 505, 569]"
5505,3,"[223, 276, 449, 458, 505]"
3596,3,"[223, 276, 301, 449, 458]"
3468,3,"[223, 276, 301, 449, 458]"
3848,4,"[142, 223, 264, 301, 408]"
4293,4,"[142, 264, 408, 505, 569]"
8686,6,"[34, 38, 90, 114, 173, 197, 324, 415, 445, 478]"
8690,6,"[34, 38, 90, 114, 173, 197, 324, 415, 445, 478]"
8375,6,"[34, 38, 90, 114, 173, 197, 311, 324, 415, 423, 478]"
5249,6,"[34, 38, 90, 114, 173, 197, 311, 324, 415, 445, 478]"
5368,6,"[34, 38, 90, 114, 173, 197, 324, 415, 445, 478]"
8688,6,"[34, 38, 90, 114, 173, 197, 324, 415, 423, 478]"
6199,6,"[34, 38, 90, 114, 173, 197, 311, 324, 415, 423, 478]"
3571,6,"[34, 38, 90, 114, 173, 197, 311, 324, 415, 445, 478]"
3346,38,"[98, 122, 312, 490, 561]"
3142,38,"[122, 182, 490, 498, 563]"
2813,38,"[122, 182, 490, 561, 563]"
3430,38,"[122, 182, 490, 498, 563]"
1356,38,"[98, 122, 312, 490, 561]"
1809,7,"[44, 107, 593]"
1815,7,"[44, 107, 593]"
1909,41,[605]
1944,41,[605]
11236,41,[32]
2433,42,[267]
13710,42,[238]
11374,42,[238]
2496,43,"[27, 143, 544]"
2749,43,"[327, 544, 600]"
2121,43,"[27, 143, 544]"
2501,43,"[327, 544, 600]"
2530,43,"[27, 143, 544]"
2064,43,"[327, 544, 600]"
2021,43,"[327, 544, 600]"
2143,43,"[27, 143, 544]"
2497,43,"[27, 143, 544]"
2192,67,"[95, 389, 544, 551]"
2555,67,"[64, 308, 388, 544]"
2521,67,"[308, 544]"
2227,67,"[95, 389, 544, 551]"
112,10,"[299, 604]"
2353,26,"[227, 259]"
12436,72,"[104, 178, 314, 497, 580]"
17585,72,"[178, 580]"
15651,72,"[104, 178, 314, 497, 580]"
15963,72,"[104, 178, 314, 497, 580]"
12161,72,"[104, 178, 314, 497, 580]"
11782,72,"[104, 178, 314, 497]"
16349,69,"[302, 539, 556, 565]"
16301,69,"[302, 539, 556, 565]"
16368,69,"[302, 539, 556, 565]"
16429,70,"[9, 66, 75, 225, 302, 441, 539, 565, 601]"
16359,69,"[225, 302, 494, 556]"
16433,70,"[9, 66, 75, 225, 302, 441, 494, 601]"
16412,70,"[9, 66, 75, 225, 302, 441, 494, 601]"
16309,69,"[225, 302, 494, 556]"
16455,70,"[9, 66, 75, 225, 302, 441, 494, 601]"
5690,69,"[225, 302, 494, 556]"
16499,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
16466,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
16529,71,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 399, 406, 482, 501, 516, 562]"
16460,73,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
16553,73,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
17542,73,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
5130,71,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
17532,73,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
17513,73,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
16536,71,"[5, 12, 15, 51, 170, 210, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
16559,73,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
16545,71,"[5, 12, 15, 51, 91, 128, 170, 210, 217, 289, 339, 343, 399, 406, 429, 482, 501, 516, 562]"
16507,71,"[5, 12, 15, 51, 91, 128, 170, 210, 217, 289, 339, 343, 399, 406, 429, 482, 501, 516, 562]"
16461,71,"[5, 12, 15, 51, 91, 128, 170, 210, 217, 289, 339, 343, 399, 406, 429, 482, 501, 516, 562]"
17521,73,[215]
17537,73,[215]
17486,73,"[5, 12, 15, 51, 170, 210, 215, 217, 318, 339, 343, 399, 406, 482, 501, 516, 562]"
16442,70,"[9, 66, 75, 225, 302, 441, 494, 601]"
16341,69,"[225, 302, 494, 556]"
17509,73,"[5, 12, 15, 51, 91, 170, 210, 217, 339, 343, 372, 381, 399, 406, 482, 501, 516, 562, 586]"
17526,73,[215]
1717,7,"[44, 107, 593]"
1776,7,"[44, 107, 593]"
244,9,"[125, 195, 299, 604]"
285,30,"[6, 42, 69, 190, 203, 269, 356, 369, 439, 486, 509, 575]"
132,30,"[6, 42, 69, 190, 203, 269, 356, 369, 439, 486, 509, 575]"
1628,25,"[1, 71, 286, 297]"
11723,82,"[53, 150, 226, 288, 366, 416, 436, 477, 478, 480]"
8826,82,"[53, 150, 226, 288, 366, 416, 436, 477, 478, 480]"
15335,82,"[53, 211, 366, 478, 485]"
9648,82,"[22, 53, 65, 226, 288, 366, 442, 478, 480, 523]"
9568,82,"[53, 150, 211, 366, 416, 436, 477, 478, 480, 485]"
14801,82,"[53, 150, 211, 288, 366, 416, 436, 477, 478, 480]"
14874,82,"[22, 53, 65, 226, 288, 366, 442, 478, 480, 523]"
13136,82,"[22, 53, 65, 211, 288, 366, 442, 478, 480, 523]"
11721,82,"[22, 53, 65, 211, 288, 366, 442, 478, 480, 523]"
9745,82,"[22, 53, 65, 226, 288, 366, 442, 478, 480, 523]"
15326,82,"[53, 150, 211, 288, 366, 416, 436, 477, 478, 480]"
1057,7,"[44, 107, 593]"
1257,7,"[44, 107, 593]"
683,7,"[44, 107, 593]"
403,7,"[44, 107, 593]"
1027,7,"[44, 107, 593]"
3451,8,"[44, 107, 470, 593]"
2432,41,[605]
1918,41,[32]
13708,42,[267]
13715,42,[267]
9702,42,[267]
13859,42,[238]
1947,42,[238]
13865,42,[238]
1959,42,[238]
2119,43,"[27, 143, 544]"
2077,43,"[27, 143, 544]"
13908,43,"[27, 143, 544]"
2105,43,"[27, 143, 544]"
2072,43,"[27, 143, 544]"
2018,43,"[327, 544, 600]"
2098,43,"[327, 544, 600]"
2553,67,"[285, 327, 544, 600]"
2554,67,"[285, 327, 544, 600]"
2186,68,"[285, 327, 544, 600]"
2140,68,"[64, 308, 388, 544]"
2188,68,"[27, 143, 181, 544]"
2228,68,"[95, 389, 544, 551]"
2296,68,"[27, 143, 181, 544]"
2177,67,"[285, 327, 544, 600]"
2113,67,"[95, 389, 544, 551]"
2163,67,"[285, 327, 544, 600]"
2537,67,"[285, 327, 544, 600]"
2133,68,"[95, 389, 544, 551]"
2175,68,"[27, 143, 181, 544]"
10232,78,"[31, 99, 114, 131, 134, 214, 231, 233, 392, 427, 505, 597]"
8574,78,"[31, 99, 114, 131, 134, 214, 231, 233, 392, 427, 505, 597]"
11273,78,"[31, 99, 131, 134, 231, 233, 392, 427, 597]"
10409,78,"[31, 99, 114, 131, 134, 214, 231, 277, 392, 427, 505, 597]"
10324,78,"[31, 99, 114, 131, 134, 214, 231, 233, 392, 427, 505, 597]"
16917,78,"[31, 99, 114, 131, 134, 214, 231, 277, 392, 427, 505, 597]"
7642,78,"[31, 99, 114, 131, 134, 214, 231, 277, 392, 427, 505, 597]"
8092,78,"[31, 99, 114, 131, 134, 214, 231, 233, 392, 427, 505, 597]"
4201,78,"[31, 99, 114, 131, 134, 214, 231, 277, 392, 427, 505, 597]"
6312,48,"[89, 187, 528]"
3970,48,"[89, 187, 528]"
6317,48,"[89, 187, 528]"
6316,48,"[89, 187, 528]"
6731,48,"[89, 187, 528]"
9990,48,"[89, 187, 528]"
7944,48,"[89, 187, 528]"
6430,49,"[119, 319, 420, 528]"
9996,49,"[119, 319, 420, 528]"
6444,50,"[201, 370, 407]"
6434,50,"[363, 370, 407]"
10556,50,"[201, 414, 587]"
9583,50,"[363, 404, 603]"
8174,50,"[370, 385, 407]"
8119,50,"[84, 404, 603]"
10533,50,"[414, 587, 608]"
10511,50,"[414, 587, 608]"
8019,50,"[201, 414, 587]"
6448,50,"[370, 407, 608]"
6451,50,"[383, 404, 603]"
3951,50,"[201, 370, 407]"
3938,50,"[383, 414, 587]"
10563,50,"[404, 573, 603]"
3163,51,"[85, 119, 224, 236, 410, 428, 474, 525, 528]"
15371,51,"[85, 119, 224, 236, 410, 428, 474, 525, 528]"
11324,51,"[85, 119, 224, 428, 474, 525, 528]"
15369,51,"[85, 111, 119, 224, 428, 474, 525, 528]"
12546,51,"[111, 119, 474, 525, 528]"
10579,51,"[111, 119, 224, 474, 525, 528]"
6804,51,"[111, 119, 224, 474, 525, 528]"
3160,51,"[85, 111, 119, 224, 428, 474, 525, 528]"
8292,52,"[257, 342, 377, 478, 530]"
10196,52,"[56, 135, 257, 342, 377, 478, 530, 602]"
8210,52,"[56, 135, 257, 342, 377, 478, 602]"
3372,52,"[56, 135, 257, 342, 377, 478, 530, 602]"
9359,53,[373]
10410,53,[373]
7787,53,[373]
9366,53,[373]
10267,53,[373]
8627,53,[373]
8187,53,[373]
10407,53,[55]
8557,53,[55]
5302,53,[55]
7567,53,[55]
10268,53,[74]
7789,53,[74]
7786,53,[74]
9552,54,[387]
11898,54,[422]
14288,54,[86]
10336,55,"[131, 134, 165, 572]"
7552,55,"[131, 134, 165, 572]"
12454,55,"[131, 134, 165, 572]"
15713,55,"[131, 134, 165, 572]"
10940,55,"[131, 134, 165, 572]"
11978,55,"[131, 134, 165, 572]"
8916,55,"[131, 134, 165, 572]"
11193,56,"[131, 134, 165, 572]"
11192,56,"[131, 134, 165, 572]"
8049,56,"[131, 134, 165, 572]"
15840,56,"[131, 134, 165, 572]"
8680,56,"[131, 134, 165, 572]"
4186,56,"[131, 134, 165, 572]"
11314,56,"[131, 134, 165, 572]"
11916,56,"[131, 134, 165, 572]"
6888,0,"[72, 213, 329, 521, 596]"
4488,0,"[72, 213, 329, 521, 596]"
863,0,"[72, 213, 329, 521, 596]"
7460,0,"[72, 213, 329, 521, 596]"
4693,1,"[106, 115, 121, 175, 279, 296, 336, 596]"
3316,1,"[106, 115, 121, 175, 279, 296, 336, 596]"
7261,1,"[106, 115, 121, 175, 279, 296, 336, 596]"
4583,1,"[106, 115, 121, 175, 279, 296, 336, 596]"
4006,40,"[103, 177, 290, 464, 522, 560]"
1406,57,"[110, 177, 398, 503]"
4188,57,"[110, 177, 398, 503]"
5531,57,"[110, 177, 398, 503]"
4790,57,"[110, 177, 398, 503]"
3920,58,"[177, 398, 503, 560]"
3711,60,"[33, 72, 83, 262, 265, 281, 283, 311, 336, 440, 456]"
5384,61,"[33, 199, 265, 281, 311, 364, 609]"
3954,60,"[33, 72, 83, 156, 262, 336, 364, 456, 589]"
3841,60,"[33, 72, 262, 311, 364, 440]"
3703,60,"[33, 83, 156, 336, 364, 574]"
1352,60,"[33, 39, 156, 348, 361, 364, 390, 574]"
5921,60,"[33, 72, 156, 262, 364, 574]"
3705,60,"[33, 72, 83, 262, 336, 364]"
10456,61,"[33, 199, 311, 364, 609]"
6876,3,"[220, 301, 408, 449, 569]"
6179,3,"[220, 223, 301, 408, 449]"
1242,3,"[276, 449, 458, 505, 569]"
4563,3,"[223, 276, 301, 449, 458]"
5878,4,"[142, 264, 458, 505, 569]"
8407,5,"[142, 220, 264, 408, 449, 505, 569]"
3237,5,"[142, 220, 264, 301, 408, 449, 569]"
11308,5,"[142, 264, 276, 449, 458, 505, 569]"
7182,5,"[142, 264, 276, 301, 449, 458, 569]"
8394,6,"[34, 38, 90, 114, 173, 197, 324, 415, 423, 478]"
4028,6,"[34, 38, 90, 114, 173, 197, 324, 415, 445, 478]"
